"PostOfficeName","Pincode","DistrictsName","City","State"
"Karimkuttikara","695606","Trivandrum","Trivandrum","Kerala"
"Karimpana","686662","Ernakulam","Ernakulam","Kerala"
"Karimpani","686564","Kottayam","Kottayam","Kerala"
"Karimpinpuzha Edso","691513","Kollam","Kollam","Kerala"
"Karimpuzha","679513","Palakkad","Ottappalam","Kerala"
"Karimthottuva","690520","Kollam","Kollam","Kerala"
"Karindala","671314","Kasargode","Kasargode","Kerala"
"Karingad","673513","Kozhikode","Kozhikode","Kerala"
"Karingannur","691516","Kollam","Kollam","Kerala"
"Karingarapully Edso","678559","Thrissur","Thrissur","Kerala"
"Karinilam","686513","Kottayam","Kottayam","Kerala"
"Karinkayam","678706","Thrissur","Thrissur","Kerala"
"Karinkutty","673121","Wayanad","Wayanad","Kerala"
"Karipadam","686605","Kottayam","Kottayam","Kerala"
"Karipal","670581","Kannur","Cannanore (Kannur)","Kerala"
"Kariplangadu","685601","Iduki","Iduki","Kerala"
"Karipode","678503","Thrissur","Thrissur","Kerala"
"Karipol","676552","Malapuram","Malapuram","Kerala"
"Karippali","678532","Thrissur","Thrissur","Kerala"
"Karippur Air Port","673647","Malapuram","Malapuram","Kerala"
"Karipur","695541","Trivandrum","Trivandrum","Kerala"
"Karipuzha Edso","690109","Alappuzha","Alappuzha","Kerala"
"Karithotta","689507","Pathanamthitta","Pathanamthitta","Kerala"
"Karithotta","689507","Pathanamthitta","Pathanamthitta","Kerala"
"Karivadkom","671541","Kasargode","Kasargode","Kerala"
"Karivellur","670521","Kannur","#N/A","Kerala"
"Kariyad South","673316","Kozhikode","Kozhikode","Kerala"
"Kariyambadi","673591","Kozhikode","Kozhikode","Kerala"
"Kariyamplavu","689615","Pathanamthitta","Pathanamthitta","Kerala"
"Kariyancode","678572","Thrissur","Thrissur","Kerala"
"Kariyara","691332","Kollam","Kollam","Kerala"
"Kariyathannavu","673612","Kozhikode","Kozhikode","Kerala"
"Kariyavattom","695581","Trivandrum","Trivandrum","Kerala"
"Karode","695506","Trivandrum","Neyyattinkara","Kerala"
"Karthala","679571","Malapuram","Malapuram","Kerala"
"Karthikapally","690516","Alappuzha","Alappuzha","Kerala"
"Karthikapally","673542","Kozhikode","Kozhikode","Kerala"
"Karthikapuram Edso","670571","Kannur","Cannanore (Kannur)","Kerala"
"Kartikulam","670646","Wayanad","Wayanad","Kerala"
"Karukachal","686540","Kottayam","#N/A","Kerala"
"Karukadam","686691","Ernakulam","Ernakulam","Kerala"
"Karukapally","682311","Ernakulam","Ernakulam","Kerala"
"Karukone Edso","691324","Kollam","Kollam","Kerala"
"Karukutty","683576","Ernakulam","#N/A","Kerala"
"Karulai Edso","679344","Malapuram","Malapuram","Kerala"
"Karumadi","688564","Alappuzha","Alappuzha","Kerala"
"Karumala","673612","Kozhikode","Kozhikode","Kerala"
"Karumallur","683511","Ernakulam","Ernakulam","Kerala"
"Karumam","695002","Trivandrum","Trivandrum","Kerala"
"Karumanakurissi","679504","Thrissur","Thrissur","Kerala"
"Karumarakkad","673640","Malapuram","Malapuram","Kerala"
"Karumathara","680123","Thrissur","Thrissur","Kerala"
"Karumathara Enkakad","680589","Thrissur","Thrissur","Kerala"
"Karumon","695002","Trivandrum","Trivandrum","Kerala"
"Karunagapally","690518","Kollam","Kollam","Kerala"
"Karunagapally North","690518","Kollam","Kollam","Kerala"
"Karunapuram","685552","Iduki","Udumbanchola","Kerala"
"Karupadanna","680670","Thrissur","Thrissur","Kerala"
"Karupur","695541","Trivandrum","Trivandrum","Kerala"
"Karur","680683","Thrissur","Thrissur","Kerala"
"Karuvambalam","679338","Malapuram","Malapuram","Kerala"
"Karuvambram","676123","Malapuram","Malapuram","Kerala"
"Karuvambram West","676123","Malapuram","Malapuram","Kerala"
"Karuvampoil","673572","Kozhikode","Kozhikode","Kerala"
"Karuvanchal Edso","670571","Kannur","Cannanore (Kannur)","Kerala"
"Karuvannur","673614","Kozhikode","Kozhikode","Kerala"
"Karuvannur","680711","Thrissur","Thrissur","Kerala"
"Karuvanthuruthy Edso","673643","Kozhikode","Kozhikode","Kerala"
"Karuvarakundu","676523","Malapuram","#N/A","Kerala"
"Karuvaseri","673010","Kozhikode","Kozhikode","Kerala"
"Karuvatta","690517","Alappuzha","Alappuzha","Kerala"
"Karuvatta","691523","Alappuzha","Karthikappally","Kerala"
"Karuvatta North Edso","690554","Alappuzha","Alappuzha","Kerala"
"Karuvatur","673611","Kozhikode","Kozhikode","Kerala"
"Karuvelil","691505","Kollam","Kollam","Kerala"
"Kasaragod","671121","Kasargode","Kasaragod","Kerala"
"Katakam","695304","Trivandrum","Trivandrum","Kerala"
"Katalayi","670007","Kannur","Cannanore (Kannur)","Kerala"
"Katalur Edso","673531","Kozhikode","Kozhikode","Kerala"
"Katambazhipuram","678633","Thrissur","Thrissur","Kerala"
"Katameri","673542","Kozhikode","Kozhikode","Kerala"
"Kathikutam","680308","Thrissur","Thrissur","Kerala"
"Kattachalkuzhi Edso","695509","Trivandrum","Trivandrum","Kerala"
"Kattachira","686572","Kottayam","Kottayam","Kerala"
"Kattacode","695572","Trivandrum","Trivandrum","Kerala"
"Kattadi Jn","691537","Kollam","Kollam","Kerala"
"Kattagampala","680544","Thrissur","Thrissur","Kerala"
"Kattaikonam","695584","Trivandrum","Trivandrum","Kerala"
"Kattakada","695572","Trivandrum","Trivandrum","Kerala"
"Kattampally","670015","Kannur","Cannanore (Kannur)","Kerala"
"Kattampauk","686612","Kottayam","Kottayam","Kerala"
"Kattapana","685508","Iduki","Iduki","Kerala"
"Kattapana South","685515","Iduki","Iduki","Kerala"
"Kattayad","670731","Kannur","Cannanore (Kannur)","Kerala"
"Kattilapoovam","680631","Thrissur","Thrissur","Kerala"
"Kattilkadavu","690542","Kollam","Kollam","Kerala"
"Kattipara","673573","Kozhikode","Kozhikode","Kerala"
"Kattipoll","671314","Kasargode","Kasargode","Kerala"
"Kattode","689105","Pathanamthitta","Pathanamthitta","Kerala"
"Kattoor","680702","Thrissur","Thrissur","Kerala"
"Kattoor Kalavoor Edso","688546","Alappuzha","Alappuzha","Kerala"
"Kattoor Kozhencherry","689650","Pathanamthitta","Pathanamthitta","Kerala"
"Kattukukke","671552","Kasargode","Kasaragod","Kerala"
"Kattukulam","679514","Thrissur","Thrissur","Kerala"
"Kattumpuram","695608","Trivandrum","Trivandrum","Kerala"
"Katungode","680584","Thrissur","Thrissur","Kerala"
"Kaudiar","695003","Trivandrum","Trivandrum","Kerala"
"Kavakkad","686668","Ernakulam","Ernakulam","Kerala"
"Kavalam","688506","Alappuzha","Alappuzha","Kerala"
"Kavalam North","688506","Alappuzha","Alappuzha","Kerala"
"Kavalapara","679523","Thrissur","Thrissur","Kerala"
"Kavallamukatta","679332","Malapuram","Malapuram","Kerala"
"Kavalpad","678017","Thrissur","Thrissur","Kerala"
"Kavalyur","695144","Trivandrum","Trivandrum","Kerala"
"Kavanad","691003","Kollam","Kollam","Kerala"
"Kavancheri","676561","Malapuram","Malapuram","Kerala"
"Kavanur Edso","673644","Malapuram","Malapuram","Kerala"
"Kavaratti","682555","Ernakulam","Ernakulam","Kerala"
"Kavasseri","678543","Thrissur","Thrissur","Kerala"
"Kavida","680505","Thrissur","Thrissur","Kerala"
"Kavil","673614","Kozhikode","Kozhikode","Kerala"
"Kavilumpara","673513","Kozhikode","Kozhikode","Kerala"
"Kaviyur","689582","Pathanamthitta","Pathanamthitta","Kerala"
"Kavukode","679536","Thrissur","Thrissur","Kerala"
"Kavumannam","673121","Wayanad","Vythiri","Kerala"
"Kavumbagam","686519","Kottayam","Kottayam","Kerala"
"Kavumbhagom Edso","670110","Kannur","Cannanore (Kannur)","Kerala"
"Kavumbhagom Tla","689102","Pathanamthitta","Pathanamthitta","Kerala"
"Kavumgam Prayar","689543","Pathanamthitta","Pathanamthitta","Kerala"
"Kavundikal","678581","Thrissur","Thrissur","Kerala"
"Kavvayi Edso","670339","Kannur","Cannanore (Kannur)","Kerala"
"Kayakkodi Edso","673519","Kozhikode","Kozhikode","Kerala"
"Kayakunnu","670721","Wayanad","Wayanad","Kerala"
"Kayal","673661","Kozhikode","Kozhikode","Kerala"
"Kayalampara","670632","Kannur","Cannanore (Kannur)","Kerala"
"Kayamkulam","690502","Alappuzha","Kayamkulam","Kerala"
"Kayani","670702","Kannur","Cannanore (Kannur)","Kerala"
"Kayanna","673526","Kozhikode","Kozhikode","Kerala"
"Kayanna Bazar","673525","Kozhikode","Kozhikode","Kerala"
"Kayappanichi","673505","Kozhikode","Kozhikode","Kerala"
"Kayaralam","670602","Kannur","Taliparamba","Kerala"
"Kayilad","679122","Thrissur","Thrissur","Kerala"
"Kayoor","686651","Kottayam","Kottayam","Kerala"
"Kayyar","671322","Kasargode","Kasaragod","Kerala"
"Kayyur","671313","Kasargode","Hosdurg","Kerala"
"Kazhakuttom","695582","Trivandrum","Trivandrum","Kerala"
"Kazhavoor","695526","Trivandrum","Trivandrum","Kerala"
"Kecheri","680501","Thrissur","Thrissur","Kerala"
"Keekan","671316","Kasargode","Hosdurg","Kerala"
"Keekozhur Edso","689672","Pathanamthitta","Pathanamthitta","Kerala"
"Keeraladweeswarapuram","676307","Malapuram","Malapuram","Kerala"
"Keerampara Kothamangalam","689691","Pathanamthitta","Pathanamthitta","Kerala"
"Keerikad","690508","Alappuzha","Alappuzha","Kerala"
"Keerikara","685533","Iduki","Iduki","Kerala"
"Keerithode","685602","Iduki","Iduki","Kerala"
"Keerukuzhi Edso","689502","Pathanamthitta","Pathanamthitta","Kerala"
"Keezhallur","670612","Kannur","Thalassery","Kerala"
"Keezhara","670301","Kannur","Cannanore (Kannur)","Kerala"
"Keezhariyur Edso","673324","Kozhikode","Kozhikode","Kerala"
"Keezharur Edso","695130","Trivandrum","Trivandrum","Kerala"
"Keezhatthungal","695101","Trivandrum","Trivandrum","Kerala"
"Keezhil","673104","Kozhikode","Kozhikode","Kerala"
"Keezhilam","683541","Ernakulam","Ernakulam","Kerala"
"Keezhoor","686605","Kottayam","Kottayam","Kerala"
"Keezhpally","670704","Kannur","Cannanore (Kannur)","Kerala"
"Keezhur Iritty","670703","Kannur","Cannanore (Kannur)","Kerala"
"Keezhvaipur","689587","Pathanamthitta","Pathanamthitta","Kerala"
"Kelakom","670674","Kannur","Cannanore (Kannur)","Kerala"
"Kelambalam","688562","Alappuzha","Alappuzha","Kerala"
"Kellur","670645","Wayanad","Wayanad","Kerala"
"Kenichira","673596","Wayanad","Wayanad","Kerala"
"Kerala Agri University","680656","Thrissur","Thrissur","Kerala"
"Kerala Agri University","680656","Thrissur","Thrissur","Kerala"
"Kerala Estate","676525","Malapuram","Nilambur","Kerala"
"Kerala Governor'S Camp","695099","Trivandrum","Trivandrum","Kerala"
"Keralasseri","678641","Thrissur","Thrissur","Kerala"
"Khanna Nagar Koratty","680309","Thrissur","Thrissur","Kerala"
"Kidanganad","673592","Wayanad","Sulthanbathery","Kerala"
"Kidangannur","689514","Pathanamthitta","#N/A","Kerala"
"Kidangara","686507","Kottayam","Kottayam","Kerala"
"Kidangoor","683572","Ernakulam","Meenachil","Kerala"
"Kidangoor","686572","Kottayam","#N/A","Kerala"
"Kidangoor South","686583","Kottayam","Kottayam","Kerala"
"Kidanhi","670675","Kannur","Cannanore (Kannur)","Kerala"
"Kidoor","671321","Kasargode","Kasaragod","Kerala"
"Kilakkancherri","678684","Thrissur","Thrissur","Kerala"
"Kilakkoth","673572","Kozhikode","Kozhikode","Kerala"
"Kilakkumbram","678642","Thrissur","Thrissur","Kerala"
"Kilakkummuri","680571","Thrissur","Thrissur","Kerala"
"Kilakote","671313","Kasargode","Kasargode","Kerala"
"Kilikollur","691004","Trivandrum","Trivandrum","Kerala"
"Kilimanur","695601","Trivandrum","Trivandrum","Kerala"
"Kilimanur Palace","695601","Trivandrum","Trivandrum","Kerala"
"Kilinnanyam","673525","Kozhikode","Kozhikode","Kerala"
"Kiliroor North","686020","Kottayam","Kottayam","Kerala"
"Kiliyanthara","670706","Kannur","Cannanore (Kannur)","Kerala"
"Killimangalam","680591","Thrissur","Thrissur","Kerala"
"Kilmuri","679307","Thrissur","Thrissur","Kerala"
"Kiltan","682558","Ernakulam","Ernakulam","Kerala"
"Kilur Meladi","673522","Kozhikode","Kozhikode","Kerala"
"Kinalur Edso","673621","Kozhikode","Kozhikode","Kerala"
"Kinanur","671533","Kasargode","Kasargode","Kerala"
"Kinasseri Edso","678707","Thrissur","Thrissur","Kerala"
"Kinavallur Edso","678615","Thrissur","Thrissur","Kerala"
"Kinginimattom","682311","Ernakulam","Ernakulam","Kerala"
"Kinningar","671543","Kasargode","Kasargode","Kerala"
"Kiralur","680601","Thrissur","Thrissur","Kerala"
"Kizhakkampalam","683562","Ernakulam","Ernakulam","Kerala"
"Kizhakkanela","691574","Kollam","Kollam","Kerala"
"Kizhakkanmattom","686652","Kottayam","Kottayam","Kerala"
"Kizhakketheruvu Jn. Edso","691542","Kollam","Kollam","Kerala"
"Kizhakkumbhagom Edso","689620","Alappuzha","Alappuzha","Kerala"
"Kizhakkumpuram","689653","Pathanamthitta","Pathanamthitta","Kerala"
"Kizhakkumuri","678508","Thrissur","Thrissur","Kerala"
"Kizhakkumuri Kakkoti","673611","Kozhikode","Kozhikode","Kerala"
"Kizhakombu","686662","Ernakulam","Ernakulam","Kerala"
"Kizhaparayar","686578","Kottayam","Kottayam","Kerala"
"Kizhathadiyoor","686574","Kottayam","Kottayam","Kerala"
"Kizhattur","679325","Malapuram","Malapuram","Kerala"
"Kizhavankulam","686584","Kottayam","Kottayam","Kerala"
"Kizhayyur","679303","Thrissur","Thrissur","Kerala"
"Kizhithiri","686576","Kottayam","Kottayam","Kerala"
"Kizhmuri","686663","Ernakulam","Ernakulam","Kerala"
"Kizhpayur","673524","Kozhikode","Kozhikode","Kerala"
"Kizhunna","670007","Kannur","Cannanore (Kannur)","Kerala"
"Kizhuparamba","673639","Malapuram","Ernad","Kerala"
"Kizhupillikkara Edso","680704","Thrissur","Thrissur","Kerala"
"Kizhur","679501","Thrissur","Thrissur","Kerala"
"Kizhur","680523","Thrissur","Thrissur","Kerala"
"Kizhuvalam","695104","Trivandrum","Trivandrum","Kerala"
"Klari","676501","Malapuram","Malapuram","Kerala"
"Kochannur","679562","Thrissur","Thrissur","Kerala"
"Kochara","685551","Iduki","Iduki","Kerala"
"Kochi","682001","Ernakulam","Kochi","Kerala"
"Kochi Air Port","683111","Ernakulam","Ernakulam","Kerala"
"Kochi Airport","683111","Ernakulam","Ernakulam","Kerala"
"Kochi M G Road","682016","Ernakulam","Ernakulam","Kerala"
"Kochi Naval Base","682004","Ernakulam","Ernakulam","Kerala"
"Kochi Palace","682301","Ernakulam","Ernakulam","Kerala"
"Kochi University","682022","Ernakulam","Ernakulam","Kerala"
"Kochu Karintharuvi","685501","Iduki","Iduki","Kerala"
"Kochukoickal","689667","Pathanamthitta","Pathanamthitta","Kerala"
"Kochuramapuram Edso","688556","Alappuzha","Alappuzha","Kerala"
"Kochuthovala","685510","Iduki","Iduki","Kerala"
"Kodakara","680684","Thrissur","Thrissur","Kerala"
"Kodakkad","678583","Thrissur","Thrissur","Kerala"
"Kodanad","683544","Ernakulam","Kunnathunad","Kerala"
"Kodannur","680574","Thrissur","Thrissur","Kerala"
"Kodasseri Edso","680725","Thrissur","Thrissur","Kerala"
"Kodiamme","671321","Kasargode","Kasargode","Kerala"
"Kodikulam","685582","Trivandrum","Trivandrum","Kerala"
"Kodinhi","676309","Malapuram","Malapuram","Kerala"
"Kodithookiyakunnu","695608","Trivandrum","Trivandrum","Kerala"
"Kodiyathur","673602","Kozhikode","Kozhikode","Kerala"
"Kodiyura Edso","673515","Kozhikode","Kozhikode","Kerala"
"Kodlamogaru","671323","Kasargode","Kasargode","Kerala"
"Kodoth","671531","Kasargode","Kasargode","Kerala"
"Kodukulanji","689508","Alappuzha","Alappuzha","Kerala"
"Kodumon","691555","Pathanamthitta","#N/A","Kerala"
"Kodumon East","691555","Pathanamthitta","Pathanamthitta","Kerala"
"Kodumpidi","686651","Kottayam","Kottayam","Kerala"
"Kodumunda","679303","Thrissur","Thrissur","Kerala"
"Kodungallur","680664","Thrissur","Kodungallur","Kerala"
"Kodunganur Edso","695013","Trivandrum","Trivandrum","Kerala"
"Kodungavilla","695123","Trivandrum","Trivandrum","Kerala"
"Kodunthirapulli","678004","Thrissur","Thrissur","Kerala"
"Kodupunna","689595","Alappuzha","Alappuzha","Kerala"
"Kodur","676504","Malapuram","#N/A","Kerala"
"Koduvayur","678501","Thrissur","Thrissur","Kerala"
"Koduvazhannur","695612","Trivandrum","Trivandrum","Kerala"
"Koduvely","685582","Trivandrum","Trivandrum","Kerala"
"Koduvila","691502","Kollam","Kollam","Kerala"
"Kohippilly","686691","Ernakulam","Ernakulam","Kerala"
"Koipuram","689531","Pathanamthitta","#N/A","Kerala"
"Koithoorkonam","695584","Trivandrum","Trivandrum","Kerala"
"Koivila","691590","Kollam","Kollam","Kerala"
"Kokattukonam","695604","Trivandrum","Trivandrum","Kerala"
"Kokkad","691538","Kollam","Kollam","Kerala"
"Kokkallur","673612","Kozhikode","Kozhikode","Kerala"
"Kokkappilly","682305","Ernakulam","Ernakulam","Kerala"
"Kokkathode","689691","Pathanamthitta","Pathanamthitta","Kerala"
"Kokkur Malappurm","679591","Malapuram","Malapuram","Kerala"
"Kokothamangalam Edso","688583","Alappuzha","Alappuzha","Kerala"
"Kokottella","695542","Trivandrum","Trivandrum","Kerala"
"Kolabhagom Jn.","689545","Pathanamthitta","Pathanamthitta","Kerala"
"Kolacherry","670601","Kannur","#N/A","Kerala"
"Kolagappara","673591","Kozhikode","Kozhikode","Kerala"
"Kolahalamedu","685504","Iduki","Iduki","Kerala"
"Kolakkad","670673","Kannur","Cannanore (Kannur)","Kerala"
"Kolakkad Atholi","673315","Kozhikode","Kozhikode","Kerala"
"Kolakkatchali","673634","Malapuram","Malapuram","Kerala"
"Kolani","685584","Iduki","Iduki","Kerala"
"Kolaparamba","676522","Malapuram","Malapuram","Kerala"
"Kolari","670702","Kannur","Cannanore (Kannur)","Kerala"
"Kolathara","673655","Kozhikode","Kozhikode","Kerala"
"Kolathur","673315","Kozhikode","Kozhikode","Kerala"
"Kolathur","679338","Malapuram","#N/A","Kerala"
"Kolathuri","671541","Kasargode","Kasargode","Kerala"
"Kolavayal","671531","Kasargode","Kasargode","Kerala"
"Kolayad","670650","Kannur","Cannanore (Kannur)","Kerala"
"Kolazhi","680010","Thrissur","Thrissur","Kerala"
"Kolencherry","682311","Ernakulam","Ernakulam","Kerala"
"Koleri","673596","Wayanad","Wayanad","Kerala"
"Kolikkottusseri","679303","Thrissur","Thrissur","Kerala"
"Kolithattu","670706","Kannur","Cannanore (Kannur)","Kerala"
"Koliyur","671323","Kasargode","Kasargode","Kerala"
"Kollad","686029","Kottayam","Kottayam","Kerala"
"Kollaka","690536","Kollam","Kollam","Kerala"
"Kollam","691001","Kollam","Kollam","Kerala"
"Kollam Cutcherry","691013","Kollam","Kollam","Kerala"
"Kollam Qdy","673307","Kozhikode","Kozhikode","Kerala"
"Kollampara","671314","Kasargode","Kasargode","Kerala"
"Kollayil","691541","Kollam","Kollam","Kerala"
"Kollengode","678506","Thrissur","Thrissur","Kerala"
"Kollode","695571","Ernakulam","Ernakulam","Kerala"
"Kololomb","673007","Kozhikode","Kozhikode","Kerala"
"Konathukunnu","680123","Thrissur","Thrissur","Kerala"
"Konchira","695615","Trivandrum","Trivandrum","Kerala"
"Kondazhi","679106","Thrissur","Thrissur","Kerala"
"Kondotti","673638","Malapuram","Malapuram","Kerala"
"Kondurkara","679303","Thrissur","Thrissur","Kerala"
"Kongad","678631","Thrissur","Thrissur","Kerala"
"Kongandoor","686564","Kottayam","Kottayam","Kerala"
"Kongannur","673315","Kozhikode","Kozhikode","Kerala"
"Kongorpilly Edso","683525","Ernakulam","Ernakulam","Kerala"
"Konikara","680306","Thrissur","Thrissur","Kerala"
"Konikkazhi","678632","Thrissur","Thrissur","Kerala"
"Konipadu","686652","Kottayam","Kottayam","Kerala"
"Konnackamali","685515","Iduki","Iduki","Kerala"
"Konnakkad","671533","Kasargode","Kasargode","Kerala"
"Konnakuzhy","680721","Thrissur","Thrissur","Kerala"
"Konnathady","685563","Iduki","Udumbanchola","Kerala"
"Konny","689691","Pathanamthitta","Pathanamthitta","Kerala"
"Konott","673571","Kozhikode","Kozhikode","Kerala"
"Koodal","689693","Pathanamthitta","#N/A","Kerala"
"Koodali","670592","Kannur","#N/A","Kerala"
"Koodallur Edso","686595","Kottayam","Kottayam","Kerala"
"Koodapalam","686576","Kottayam","Kottayam","Kerala"
"Koolimuttam","680691","Thrissur","Thrissur","Kerala"
"Koomankulam","676123","Malapuram","Malapuram","Kerala"
"Koomanthode","670704","Kannur","Cannanore (Kannur)","Kerala"
"Koombara Bazar","673604","Kozhikode","Kozhikode","Kerala"
"Koompanpara","685561","Iduki","Iduki","Kerala"
"Koonamkara","689711","Pathanamthitta","Pathanamthitta","Kerala"
"Koonammavu","683518","Ernakulam","Ernakulam","Kerala"
"Koonamoochi","680504","Ernakulam","Ernakulam","Kerala"
"Koonanvenga","695568","Trivandrum","Trivandrum","Kerala"
"Koonathara","679523","Thrissur","Thrissur","Kerala"
"Koorad","679339","Malapuram","Malapuram","Kerala"
"Koorali","686522","Kottayam","Kottayam","Kerala"
"Koorara","670694","Kannur","Cannanore (Kannur)","Kerala"
"Koorikuzhy","680681","Thrissur","Thrissur","Kerala"
"Kooropada Edso","686502","Kottayam","Kottayam","Kerala"
"Koothali","673532","Kozhikode","Kozhikode","Kerala"
"Koothali","695505","Trivandrum","Quilandy","Kerala"
"Koothattukulam","686662","Ernakulam","#N/A","Kerala"
"Koothrappally","686540","Kottayam","Kottayam","Kerala"
"Kootikada","691020","Kollam","Kollam","Kerala"
"Koottala","680652","Thrissur","Thrissur","Kerala"
